id,sprint,section,status,classification,confidence,attestationJson,attProvenance,attVerdict,attSpecPlan,commitCount,prRefs,deliverable,implRefs,evidence,gaps,possibleFalsePositive,fpJustification,description
EXP-ARTIFACTS-002,14,Compliance,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=false); 2 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Cookie Consent Component Implementation (GDPR)
EXP-ARTIFACTS-003,14,Security,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Vulnerability Baseline Documentation
TRACK-001,14,Tracking,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Status Snapshot UI - Real-time task status tracking with manual refresh button
TRACK-002,14,Tracking,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Quality Metrics UI - Debt ledger coverage SonarQube with refresh buttons
TRACK-003,14,Tracking,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Risk Register UI - View and update risks with mitigation tracking
TRACK-004,14,Tracking,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,AI Metrics UI - Model performance drift detection cost tracking
TRACK-005,14,Tracking,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Security Dashboard UI - Vulnerability tracking scan results security posture
TRACK-006,14,Tracking,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Build Health UI - Validation results build status test results
IFC-167,14,Platform,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Wire workers to pnpm dev startup - Follow-up to IFC-163
IFC-168,14,AI/ML,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,481,,9,"attestation.json(verdict=COMPLETE,prov=false); PRs:481; 9 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Convert AI worker to BullMQ queue consumer - Follow-up to IFC-005/IFC-085
IFC-169,12,Security,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,6,"attestation.json(verdict=COMPLETE,prov=true); 6 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Require Supabase env vars - Follow-up to IFC-006
IFC-170,12,Notifications,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement Twilio SMS channel - Follow-up to IFC-157
IFC-171,12,Notifications,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=false); 2 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement webhook notification channel - Follow-up to IFC-157
IFC-172,13,Integration,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Complete Microsoft Calendar integration - Follow-up to IFC-138
IFC-173,13,Integration,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=false); 2 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Complete inbound email parsing endpoint - Follow-up to IFC-144
IFC-174,14,AI/ML,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,8,"attestation.json(verdict=COMPLETE,prov=true); 8 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Run REAL Ollama benchmarks - Follow-up to IFC-085
PG-128,14,AI Settings,Completed,entregue-comprovada,95,true,true,COMPLETE,,4,,,18,"attestation.json(verdict=COMPLETE,prov=true); 4 commits; 18 impl-refs",,false,,FLOW-045: AI Chain Versioning Admin UI - Wire IFC-086 Backend
IFC-176,3,AI Foundation,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,5,"attestation.json(verdict=COMPLETE,prov=true); 5 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,AI Output Review - Validators Layer (Zod schemas for review inputs/outputs)
IFC-177,4,AI Foundation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,2,,,27,"attestation.json(verdict=COMPLETE,prov=false); 2 commits; 27 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,AI Output Review - Application Layer (use cases and ports)
IFC-178,4,AI Foundation,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,,5,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; 5 impl-refs",,false,,AI Output Review - Database Schema (Prisma models)
IFC-179,5,AI Foundation,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,6,"attestation.json(verdict=COMPLETE,prov=true); 6 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,AI Output Review - Adapters Layer (repository implementation)
IFC-180,5,AI Foundation,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,4,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 4 impl-refs",,false,,AI Output Review - tRPC Router (API endpoints)
IFC-181,6,AI Foundation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,7,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; 7 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,AI Output Review - Frontend UI (review queue page)
IFC-182,13,Infrastructure,Completed,entregue-comprovada,95,true,true,COMPLETE,,19,,,9,"attestation.json(verdict=COMPLETE,prov=true); 19 commits; 9 impl-refs",,false,,Home Page tRPC Router - Welcome summary activity feed AI insights pinned items daily goals
IFC-183,13,Infrastructure,Completed,entregue-comprovada,95,true,true,COMPLETE,,4,,,8,"attestation.json(verdict=COMPLETE,prov=true); 4 commits; 8 impl-refs",,false,,Notifications tRPC Router - List mark read preferences real-time subscription
PG-129,14,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,537,,3,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; PRs:537; 3 impl-refs",,false,,Authenticated Home Page - Welcome summary activity feed AI insights pinned items goals
PG-130,14,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,2,,,5,"attestation.json(verdict=COMPLETE,prov=false); 2 commits; 5 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Notifications Inbox Page - List mark read real-time updates filters
PG-131,14,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,22,"attestation.json(verdict=COMPLETE,prov=true); 22 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Deal Forecast UI Pages - Probability gauge risk factors recommendations history
PG-132,18,Automation,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,20,"attestation.json(verdict=COMPLETE,prov=true); 20 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Smart Lead Routing UI - Rules configuration assignment dashboard SLA monitoring
IFC-184,4,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,12,,,18,"attestation.json(verdict=COMPLETE,prov=false); 12 commits; 18 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Contact tRPC Router - CRUD search relationship linking timeline integration
IFC-185,4,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,3,,,13,"attestation.json(verdict=COMPLETE,prov=false); 3 commits; 13 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Account tRPC Router - CRUD hierarchy contacts opportunities activity feed
IFC-186,5,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,2,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 2 impl-refs",,false,,Deal/Opportunity tRPC Router - CRUD pipeline stages probability history products
IFC-187,5,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=true); 1 commits",,false,,Task tRPC Router - CRUD assignment scheduling reminders timeline integration
IFC-188,4,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Ticket Domain Entity - Aggregate with SLA priority escalation categories customer linking
IFC-189,5,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=true); 2 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Ticket tRPC Router - CRUD SLA tracking escalation assignment customer portal
IFC-190,14,Analytics,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,20,"attestation.json(verdict=COMPLETE,prov=true); 20 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Analytics tRPC Router - Sales metrics conversion funnels time series exports
PG-133,5,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,6,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 6 impl-refs",,false,,Contact List & Detail Pages - Search filters relationship view activity timeline
PG-134,5,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,10,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 10 impl-refs",,false,,Account List & Detail Pages - Hierarchy view contacts opportunities revenue charts
PG-135,6,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,,19,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; 19 impl-refs",,false,,Deal Pipeline Page - Kanban board drag-drop stages value totals filtering
PG-136,6,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,11,,,6,"attestation.json(verdict=COMPLETE,prov=false); 11 commits; 6 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Task Management Page - List calendar view assignments reminders entity linking
PG-137,6,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,,,26,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; 26 impl-refs",,false,,Ticket Management Page - List detail SLA indicators escalation customer portal view
PG-138,7,Legal,Completed,entregue-comprovada,95,true,true,COMPLETE,,4,,,12,"attestation.json(verdict=COMPLETE,prov=true); 4 commits; 12 impl-refs",,false,,Case List & Detail Pages - Party management deadline tracking document links timeline
PG-139,7,Legal,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,4,"attestation.json(verdict=COMPLETE,prov=true); 4 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Appointment Scheduling Page - Calendar view conflict detection case linking reminders
PG-140,13,Legal,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Document Manager Page - Upload viewer version history ACL management search
PG-141,11,Communications,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,2,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 2 impl-refs",,false,,Email Compose & History Page - Thread view compose attachments templates
PG-142,7,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,agent-approvals,8,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; web-route:agent-approvals; 8 impl-refs",,false,,Sentiment Analysis Dashboard at /agent-approvals/sentiment - Timeline badges trend visualization email sentiment preview
PG-143,7,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,,agent-approvals,11,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; web-route:agent-approvals; 11 impl-refs",,false,,Churn Risk Dashboard at /agent-approvals/churn-risk - Health scores risk indicators intervention triggers trend charts
PG-144,7,AI Intelligence,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,agent-approvals,4,"attestation.json(verdict=COMPLETE,prov=true); web-route:agent-approvals; 4 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,AI Search (RAG) Page at /agent-approvals/ai-search - Universal search bar AI-powered results citations source highlighti
PG-146,8,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,agent-approvals,9,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:agent-approvals; 9 impl-refs",,false,,Drift Detection Dashboard at /agent-approvals/drift - Model performance drift alerts cost tracking error rates
IFC-191,15,Platform,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,10,"attestation.json(verdict=COMPLETE,prov=true); 10 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,User Timezone Support - Add timezone field to User model with preference UI and timezone-aware greeting
IFC-192,15,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,32,"attestation.json(verdict=COMPLETE,prov=true); 32 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Contact Activity Tracking - Add lastContactedAt field to Contact model with auto-update on interactions
IFC-193,16,Infrastructure,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,3,"attestation.json(verdict=COMPLETE,prov=false); 3 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Activity Feed Type Registry - Enum-based mapping from AuditLogEntry.eventType to ActivityFeedType with metadata
IFC-194,16,Architecture,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Router Middleware Standardization - Migrate all routers from manual getTenantId to tenantProcedure
IFC-195,15,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,3,597,,15,"attestation.json(verdict=COMPLETE,prov=false); 3 commits; PRs:597; 15 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Customizable Daily Goals - Multi-type goal support (revenue calls meetings tasks custom) with user preferences
IFC-196,17,Performance,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,265,,15,"attestation.json(verdict=COMPLETE,prov=false); PRs:265; 15 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Home Page Response Caching - Redis caching for getWelcomeSummary with event-driven invalidation
IFC-197,7,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,481,,5,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; PRs:481; 5 impl-refs",,false,,AI Monitoring tRPC Router - Expose drift detection latency metrics hallucination checks ROI tracking and agent status vi
PG-148,7,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,agent-approvals,10,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:agent-approvals; 10 impl-refs",,false,,Lead Scoring Dashboard at /agent-approvals/lead-scoring - Score distributions model accuracy top leads factor breakdown
PG-149,7,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,agent-approvals,11,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:agent-approvals; 11 impl-refs",,false,,Experiments Dashboard at /agent-approvals/experiments - A/B test management experiment results statistical analysis vari
PG-150,7,AI Intelligence,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,agent-approvals,3,"attestation.json(verdict=COMPLETE,prov=true); web-route:agent-approvals; 3 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,AI Review History at /agent-approvals/history - Filterable history of all AI output reviews with timeline and audit trai
PG-151,8,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,agent-approvals,6,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:agent-approvals; 6 impl-refs",,false,,Active Agents Dashboard at /agent-approvals/agents - Agent status monitoring active sessions task assignments health ind
PG-152,8,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,agent-approvals,4,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:agent-approvals; 4 impl-refs",,false,,Agent Logs Viewer at /agent-approvals/logs - Conversation transcripts tool call records searchable log timeline
PG-153,8,AI Intelligence,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,agent-approvals,8,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:agent-approvals; 8 impl-refs",,false,,Latency Monitor Dashboard at /agent-approvals/latency - SLO compliance latency percentiles chain performance phase-level
IFC-198,13,Billing Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,receipts,2,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:receipts; 2 impl-refs",,false,,"Billing Domain Core - Invoice/Receipt aggregates, payment state machine, tax/refund rules"
IFC-200,13,Analytics,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,6,"attestation.json(verdict=COMPLETE,prov=true); 6 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Analytics Adapter Layer - query builders and export pipeline for metrics router
IFC-202,16,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,11,"attestation.json(verdict=COMPLETE,prov=false); 11 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Activity Feed Stats Endpoint - getStats aggregation with counts by type source and entity over time windows
IFC-203,16,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,8,"attestation.json(verdict=COMPLETE,prov=false); 8 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Activity Feed Full-Text Search - search endpoint with text query across titles descriptions and actor names
IFC-205,6,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,4,"attestation.json(verdict=COMPLETE,prov=true); 4 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Ticket Full-Text Search - add search parameter to ticketQuerySchema and TicketService for subject ticketNumber contactNa
IFC-206,6,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,7,"attestation.json(verdict=COMPLETE,prov=true); 7 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Ticket Stats Enhancement - add SLA status breakdown time window filtering and sortBy sortOrder to ticket query schema
IFC-207,6,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=true); 2 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Ticket Query Performance Tracking - add queryDurationMs to ticket list and stats endpoints using performance.now pattern
PG-154,14,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,calendar-settings,0,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:calendar-settings",,false,,Fix View Schedule 404 - Welcome Banner links to /calendar which does not exist
PG-155,14,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,email,11,"attestation.json(verdict=COMPLETE,prov=true); web-route:email; 11 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Fix 6 broken Quick Action hrefs - /calls/new /emails/compose /calendar/new /tasks/new /deals/new /documents/upload all r
PG-156,15,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Customizable Daily Goals - settings UI + home.updateDailyGoal mutation + read from User.preferences instead of hardcoded
PG-157,15,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,6,,,0,"attestation.json(verdict=COMPLETE,prov=false); 6 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Visible Pin to Home buttons on entity list items and detail page headers - not just hidden in 3-dot MoreActionsButton sh
PG-158,15,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=true); 2 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Drag and drop pinned items reorder - backend API exists (home.reorderPinnedItems) needs @dnd-kit frontend integration
PG-159,15,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,7,"attestation.json(verdict=COMPLETE,prov=true); 7 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Stale pin handling - deleted or inaccessible pinned entities should show Item unavailable with unpin option
PG-160,15,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,insights,8,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:insights; 8 impl-refs",,false,,View All AI Insights page - /insights route with getAllInsights endpoint pagination and filtering by insight type
PG-161,16,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Notifications integration on home page - bell icon header badge count IFC-183 Prisma model and notification router
PG-162,16,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,AI Insights from ML model - LangChain chain for generating daily insights with caching confidence scores and action reco
PG-163,15,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=true); 2 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Home page integration tests - test home.router endpoints against real database with seed data
PG-164,15,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Home page E2E tests - 5 Playwright scenarios: public page auth redirect insight click quick action pin/unpin flow
PG-165,14,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=true); 1 commits",,false,,Update PRD checkboxes for home page - mark completed acceptance criteria and annotate deferred items with task reference
PG-167,16,Core CRM,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,3,"attestation.json(verdict=COMPLETE,prov=true); 3 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Analytics tracking plan for home page - define and implement business metrics events for section interactions
PG-169,15,Developer Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Developer Guides Page
PG-170,15,Developer Pages,Completed,entregue-sem-evidencia,68,true,false,PASS,,0,,,0,"attestation.json(verdict=PASS,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='PASS') — pre-ADR-068 schema",false,,Architecture Docs Page
PG-171,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Integration Resources Page
PG-172,16,Billing Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,11,"attestation.json(verdict=COMPLETE,prov=true); 11 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Billing Ghost Pages - Usage Plans Upgrade Cancel and Settings
PG-173,16,Support,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,15,"attestation.json(verdict=COMPLETE,prov=false); 15 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Ticket Configuration Pages - SLA Policies Types and Automations
PG-174,16,Notifications,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Notification Configuration Pages - Channels and Quiet Hours
PG-175,16,Core CRM,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,4,"attestation.json(verdict=COMPLETE,prov=false); 4 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Deals Trash Page - Soft-deleted deals list with restore and permanent delete
PG-176,16,Governance,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Governance Quality Report Sub-Pages - Lighthouse Coverage and Performance views
PG-177,16,Analytics,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Analytics Saved Report Pages - Weekly Monthly and Quarterly views
PG-178,16,Settings,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,575,,20,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; PRs:575; 20 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Module Settings Pages - 11 per-module configuration pages at /settings/[module]
DOC-002,14,Documentation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Update sitemap.md to reflect actual 101 page.tsx files, add app/sitemap.ts XML generator, app/robots.ts, reconcile again"
DOC-003,14,Documentation,Completed,entregue-sem-evidencia,68,true,false,PASS,,1,590,,0,"attestation.json(verdict=PASS,prov=false); 1 commits; PRs:590","attestation.json present but provenance incomplete (provenance=false, verdict='PASS') — pre-ADR-068 schema",false,,"Update PAGE_MAP_AND_FLOWS.md to reflect 103 pages and current flows, verify auth diagrams, update API integration checkl"
DOC-004,14,Documentation,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,"Update ui-flow-mapping.md cross-reference matrix to 103 routes, verify API router procedure counts (39 routers, 366 proc"
