id,sprint,status,classification,achievement,evidenceStrength,residualGap
IFC-256,18,Completed,entregue-comprovada,Contact Detail Hardcoded Tabs — Tickets & Documents. (1) Tickets tab fully hardcoded with 'TKT-1234' and static timestam,strong,
IFC-257,18,In Progress,em-progresso,,n/a,has partial evidence
IFC-265,18,Completed,entregue-comprovada,Contact Detail Page Tests. (1) Contact detail page (2242 lines) has ZERO page-level tests (T-01). (2) Tenant isolation N,strong,
IFC-266,18,Completed,entregue-comprovada,Contact List/Create Page Tests + E2E. (1) Contact list page has ZERO page tests (T-02). (2) Contact create page has ZERO,strong,
IFC-267,16,Completed,entregue-sem-evidencia,"Account Detail No-Op Action Buttons. Wire 6 non-functional buttons: (1) Create Deal button no onClick (F-05, AccountDeta",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-268,16,Completed,entregue-sem-evidencia,Account Owner Display & Assignment. (1) Owner card shows literal 'Owner Assigned' and 'Account Manager' text instead of ,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-269,16,Completed,entregue-sem-evidencia,Account Backend Tenant Isolation & Security. (1) CRITICAL: filterOptions uses raw ctx.prisma instead of prismaWithTenant,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-270,18,Completed,entregue-comprovada,Account Router Missing Procedures & Update Fix. (1) Update procedure silently drops revenue/employees/industry/parentAcc,strong,
IFC-271,18,Completed,entregue-comprovada,Account Domain Model Fixes. (1) No AccountDeletedEvent — deletions produce no domain event; audit handler has mapping bu,strong,
IFC-273,18,Completed,entregue-comprovada,"Account List Page Type Safety & Filter Enums. (1) serverStats cast to any loses type safety (L-01, AccountsPageClient.ts",strong,
IFC-278,16,Completed,entregue-sem-evidencia,Deal Detail Page — Replace SAMPLE_DEAL with Real API Data. CRITICAL: Entire deal detail page (deals/[id]/page.tsx 792 li,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-279,16,Completed,entregue-sem-evidencia,Deal Create Form + /deals/new Route. No deal creation form exists — both 'New Deal' buttons (deals/(list)/page.tsx lines,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-280,18,Completed,entregue-comprovada,Deal Detail Action Buttons — Wire 14 No-Ops. (1) EntityHeader 6 no-ops all with onClick: () => {} (F-08): Won → moveStag,strong,
IFC-281,16,Completed,entregue-sem-evidencia,Deal Backend Tenant Isolation & Audit Logging. (1) CRITICAL: PrismaOpportunityRepository.findById() (line 82) has NO ten,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-282,18,Completed,entregue-comprovada,"Deal Router Correctness Fixes. (1) Name updates silently dropped — service has TODO 'Add updateName method' (B-04, Oppor",strong,
IFC-287,18,Completed,entregue-comprovada,Deal Filter Wiring & Type Safety. (1) DealFilters state (filters) captured in page but NEVER passed to trpc.opportunity.,strong,
IFC-296,15,Completed,entregue-comprovada,Queue Scheduler Administration — Implement queuesAdmin tRPC router with live BullMQ stats and scheduler CRUD (list/pause,strong,
IFC-297,16,Completed,entregue-sem-evidencia,"AI Monitoring Data Persistence — Replace in-memory singleton monitoring data (driftDetector, latencyMonitor, hallucinati",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-298,17,Completed,entregue-comprovada,HelpArticle Prisma Model + Migration,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-299,17,Completed,entregue-comprovada,Help Article CRUD tRPC Router,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-300,17,Completed,entregue-sem-evidencia,Help Article Seed Script — Static to DB Migration,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-303,17,Completed,entregue-comprovada,Article Feedback tRPC Mutation,strong,
PG-180,18,Completed,entregue-comprovada,Help Article Admin List Page,strong,
IFC-301,18,Completed,entregue-comprovada,Rich Text Editor Integration — Tiptap,strong,
PG-181,18,Completed,entregue-comprovada,Help Article Editor Page,strong,
IFC-302,18,Completed,entregue-comprovada,Refactor Help Article Page to Use Database,strong,
PG-182,17,Completed,entregue-sem-evidencia,Module Settings - Contacts (/contacts/contact-settings),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-183,17,Completed,entregue-sem-evidencia,Module Settings - Accounts (/accounts/account-settings),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-184,17,Completed,entregue-sem-evidencia,Module Settings - Deals (/deals/deal-settings),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-185,17,Completed,entregue-sem-evidencia,Module Settings - Tickets (/tickets/sla-policies),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-186,17,Completed,entregue-comprovada,Module Settings - Documents (/documents/document-settings),strong,
PG-187,18,Completed,entregue-comprovada,Module Settings - Reports (/analytics/report-settings),strong,
PG-188,18,Completed,entregue-comprovada,Module Settings - Billing (/billing/settings),strong,
PG-189,18,Completed,entregue-comprovada,Module Settings - Appointments (/calendar/calendar-settings),strong,
PG-190,18,Completed,entregue-comprovada,Module Settings - Cases (/cases/case-settings),strong,
PG-191,18,Completed,entregue-comprovada,Module Settings - Tasks (/tasks/task-settings),strong,
PG-192,16,Completed,entregue-comprovada,Fix missing /agent-approvals/logs page — PG-152 regression; AgentLogsViewer component exists at apps/web/src/components/,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-193,16,Completed,entregue-sem-evidencia,Workflow Step Progress Panel — Add real-time N/N step progress tracker to /agent-approvals/agents and /agent-approvals/l,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-195,17,Completed,entregue-sem-evidencia,Subset Material Symbols font to unblock Lighthouse Performance >=90 gate — reduces 3.5 MB MaterialSymbolsOutlined.woff2 ,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-309,18,Completed,entregue-sem-evidencia,"Server-side terms acceptance — persist immutable TermsAcceptance audit record (tenantId, userId, termsVersion, acceptedA",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-310,18,Completed,entregue-comprovada,Duplicate-detection runtime for contacts + accounts (PG-182/PG-183 follow-up) — new DuplicateDetectionService (or per-en,strong,
IFC-311,18,Completed,entregue-comprovada,Reassign endpoints + notifyOnOwnerChange wiring for contacts + accounts (PG-182/PG-183 follow-up) — add contact.reassign,strong,
PG-196,18,Completed,entregue-sem-evidencia,Module Settings - Account Tiers (/accounts/(list)/account-tiers),weak,deliverable exists (web route 'account') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-197,18,Completed,entregue-sem-evidencia,Module Settings - Territory Mapping (/accounts/(list)/territory-mapping),weak,deliverable exists (web route 'account') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-198,18,Completed,entregue-sem-evidencia,Module Settings - Approval Policies (/agent-approvals/approval-policies),weak,deliverable exists (web route 'agent-approvals') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-199,18,Completed,entregue-sem-evidencia,Module Settings - Model Config (/agent-approvals/model-config),weak,deliverable exists (web route 'agent-approvals') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-200,18,Completed,entregue-comprovada,Module Settings - Report Templates (/analytics/report-templates),strong,
PG-201,18,Completed,entregue-sem-evidencia,Module Settings - Scheduled Reports (/analytics/scheduled-reports),weak,deliverable exists (web route 'reports') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-202,18,Completed,entregue-sem-evidencia,Module Settings - Availability (/calendar/availability),weak,deliverable exists (web route 'calendar-settings') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-203,18,Completed,entregue-sem-evidencia,Module Settings - Event Types (/calendar/event-types),weak,deliverable exists (web route 'calendar-settings') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-204,18,Completed,entregue-sem-evidencia,Module Settings - Case Types (/cases/case-types),weak,deliverable exists (web route 'cases') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-205,18,Completed,entregue-sem-evidencia,Module Settings - Contact Types (/contacts/(list)/contact-types),weak,deliverable exists (web route 'contact') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-206,18,Completed,entregue-sem-evidencia,Module Settings - Storage Policies (/documents/(list)/storage-policies),weak,deliverable exists (web route 'documents') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-207,18,Completed,entregue-sem-evidencia,Module Settings - Email (/email/email-settings),weak,deliverable exists (web route 'email') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-208,18,Completed,entregue-sem-evidencia,Module Settings - Task Automation (/tasks/(list)/automation),weak,deliverable exists (web route 'tasks') but NO attestation.json AND task-ID not in commit/PR text — provenance gap
PG-209,18,Completed,entregue-sem-evidencia,Module Settings - Task Types (/tasks/(list)/task-types),weak,git/PR trace exists but NO canonical attestation.json
INFRA-TF-001,18,Completed,entregue-sem-evidencia,Fix Terraform provider-schema drift (Railway + Vercel modules) so `terraform validate` is green. Migrate railway_deploym,weak,git/PR trace exists but NO canonical attestation.json
INFRA-TF-002,18,Completed,entregue-sem-evidencia,"Provision the three apps/workers (events-worker, ingestion-worker, notifications-worker) as first-class Railway services",weak,git/PR trace exists but NO canonical attestation.json
INFRA-TF-003,18,Completed,entregue-sem-evidencia,Replace the Supabase null_resource + curl scaffolding with the official supabase/supabase Terraform provider so Supabase,weak,git/PR trace exists but NO canonical attestation.json
INFRA-TF-004,18,Completed,entregue-sem-evidencia,Environment tfvars (dev/staging/prod) + remote state backend + a monitoring Terraform module (Grafana/Prometheus/Loki/Te,weak,git/PR trace exists but NO canonical attestation.json
INFRA-TF-005,18,Completed,entregue-sem-evidencia,CI + import + runbooks: add the three workers to build-images.yml and railway-deploy.yml; terraform import existing live,weak,git/PR trace exists but NO canonical attestation.json
IFC-314,18,Completed,entregue-comprovada,"CRM-to-portal delivery & billing sync (Leangency 14-day flow). On deal-won, provision the portal tenant + push initial d",strong,
AUTOMATION-003,18,Completed,entregue-comprovada,Standardize attestation provenance fields (exec-attestation emits; schema declares; exec-preflight gate enforces; orches,strong,
